"year","site","state","sex","race","mortality","incidence","population"
2004,"Non-Hodgkin Lymphoma","alaska","Male","White",0,39,250579
2004,"Non-Hodgkin Lymphoma","arizona","Female","Black",0,0,107599
2004,"Non-Hodgkin Lymphoma","arizona","Female","Hispanic",17.02,43,773670
2004,"Non-Hodgkin Lymphoma","arizona","Female","White",159.34,357,2529181
2004,"Non-Hodgkin Lymphoma","arizona","Male","Black",0,0,115273
2004,"Non-Hodgkin Lymphoma","arizona","Male","Hispanic",28.34,51,833657
2004,"Non-Hodgkin Lymphoma","arizona","Male","White",208.13,448,2538203
2004,"Non-Hodgkin Lymphoma","arkansas","Female","Black",0,0,231927
2004,"Non-Hodgkin Lymphoma","arkansas","Female","Hispanic",0,0,54294
2004,"Non-Hodgkin Lymphoma","arkansas","Female","White",100.76,248,1144984
2004,"Non-Hodgkin Lymphoma","arkansas","Male","Black",0,0,208548
2004,"Non-Hodgkin Lymphoma","arkansas","Male","Hispanic",0,0,66804
2004,"Non-Hodgkin Lymphoma","arkansas","Male","White",108.12,251,1114656
2004,"Non-Hodgkin Lymphoma","california","Female","Black",60.71,121,1319853
2004,"Non-Hodgkin Lymphoma","california","Female","Hispanic",121.01,506,6050695
2004,"Non-Hodgkin Lymphoma","california","Female","White",796.22,2306,13968827
2004,"Non-Hodgkin Lymphoma","california","Male","Black",62.29,150,1271125
2004,"Non-Hodgkin Lymphoma","california","Male","Hispanic",172.11,607,6374552
2004,"Non-Hodgkin Lymphoma","california","Male","White",987.74,2766,14110552
2004,"Non-Hodgkin Lymphoma","colorado","Female","Black",0,0,100135
2004,"Non-Hodgkin Lymphoma","colorado","Female","Hispanic",0,28,417397
2004,"Non-Hodgkin Lymphoma","colorado","Female","White",110.31,324,2081383
2004,"Non-Hodgkin Lymphoma","colorado","Male","Black",0,0,108217
2004,"Non-Hodgkin Lymphoma","colorado","Male","Hispanic",0,38,461577
2004,"Non-Hodgkin Lymphoma","colorado","Male","White",129.23,351,2118493
2004,"Non-Hodgkin Lymphoma","connecticut","Female","Black",0,20,191871
2004,"Non-Hodgkin Lymphoma","connecticut","Female","Hispanic",0,20,184730
2004,"Non-Hodgkin Lymphoma","connecticut","Female","White",132.77,352,1543830
2004,"Non-Hodgkin Lymphoma","connecticut","Male","Black",0,23,174977
2004,"Non-Hodgkin Lymphoma","connecticut","Male","Hispanic",0,24,187097
2004,"Non-Hodgkin Lymphoma","connecticut","Male","White",122.61,399,1459590
2004,"Non-Hodgkin Lymphoma","delaware","Female","Black",0,0,91177
2004,"Non-Hodgkin Lymphoma","delaware","Female","Hispanic",0,0,22438
2004,"Non-Hodgkin Lymphoma","delaware","Female","White",27.92,65,320951
2004,"Non-Hodgkin Lymphoma","delaware","Male","Black",0,0,82560
2004,"Non-Hodgkin Lymphoma","delaware","Male","Hispanic",0,0,25833
2004,"Non-Hodgkin Lymphoma","delaware","Male","White",34.91,79,308943
2004,"Non-Hodgkin Lymphoma","district of columbia","Female","Black",0,27,177031
2004,"Non-Hodgkin Lymphoma","district of columbia","Female","Hispanic",0,0,22153
2004,"Non-Hodgkin Lymphoma","district of columbia","Female","White",0,0,103703
2004,"Non-Hodgkin Lymphoma","district of columbia","Male","Black",0,35,148460
2004,"Non-Hodgkin Lymphoma","district of columbia","Male","Hispanic",0,0,25568
2004,"Non-Hodgkin Lymphoma","district of columbia","Male","White",0,19,104460
2004,"Non-Hodgkin Lymphoma","florida","Female","Black",47.33,162,1434327
2004,"Non-Hodgkin Lymphoma","florida","Female","Hispanic",62.29,0,1639114
2004,"Non-Hodgkin Lymphoma","florida","Female","White",625.11,1560,7185183
2004,"Non-Hodgkin Lymphoma","florida","Male","Black",53.47,157,1336818
2004,"Non-Hodgkin Lymphoma","florida","Male","Hispanic",96.66,0,1666479
2004,"Non-Hodgkin Lymphoma","florida","Male","White",813.26,1811,6950905
2004,"Non-Hodgkin Lymphoma","georgia","Female","Black",37.84,112,1401590
2004,"Non-Hodgkin Lymphoma","georgia","Female","Hispanic",0,0,253359
2004,"Non-Hodgkin Lymphoma","georgia","Female","White",184.09,521,2969262
2004,"Non-Hodgkin Lymphoma","georgia","Male","Black",44.27,166,1264752
2004,"Non-Hodgkin Lymphoma","georgia","Male","Hispanic",0,20,351848
2004,"Non-Hodgkin Lymphoma","georgia","Male","White",213.28,565,3003988
2004,"Non-Hodgkin Lymphoma","hawaii","Female","Black",0,0,15668
2004,"Non-Hodgkin Lymphoma","hawaii","Female","Hispanic",0,0,45548
2004,"Non-Hodgkin Lymphoma","hawaii","Female","White",0,28,144075
2004,"Non-Hodgkin Lymphoma","hawaii","Male","Black",0,0,21241
2004,"Non-Hodgkin Lymphoma","hawaii","Male","Hispanic",0,0,48601
2004,"Non-Hodgkin Lymphoma","hawaii","Male","White",0,37,164591
2004,"Non-Hodgkin Lymphoma","idaho","Female","Black",0,0,4573
2004,"Non-Hodgkin Lymphoma","idaho","Female","Hispanic",0,0,57757
2004,"Non-Hodgkin Lymphoma","idaho","Female","White",50.99,126,670916
2004,"Non-Hodgkin Lymphoma","idaho","Male","Black",0,0,5745
2004,"Non-Hodgkin Lymphoma","idaho","Male","Hispanic",0,0,66415
2004,"Non-Hodgkin Lymphoma","idaho","Male","White",49.96,128,675177
2004,"Non-Hodgkin Lymphoma","illinois","Female","Black",28.17,108,1043428
2004,"Non-Hodgkin Lymphoma","illinois","Female","Hispanic",0,61,835551
2004,"Non-Hodgkin Lymphoma","illinois","Female","White",420.9,997,5132965
2004,"Non-Hodgkin Lymphoma","illinois","Male","Black",32.22,117,920643
2004,"Non-Hodgkin Lymphoma","illinois","Male","Hispanic",27.28,90,940756
2004,"Non-Hodgkin Lymphoma","illinois","Male","White",438.13,1174,5035979
2004,"Non-Hodgkin Lymphoma","indiana","Female","Black",0,34,296215
2004,"Non-Hodgkin Lymphoma","indiana","Female","Hispanic",0,0,122436
2004,"Non-Hodgkin Lymphoma","indiana","Female","White",228.16,523,2816775
2004,"Non-Hodgkin Lymphoma","indiana","Male","Black",0,0,273787
2004,"Non-Hodgkin Lymphoma","indiana","Male","Hispanic",0,0,147291
2004,"Non-Hodgkin Lymphoma","indiana","Male","White",243.88,594,2740269
2004,"Non-Hodgkin Lymphoma","iowa","Female","Black",0,0,36979
2004,"Non-Hodgkin Lymphoma","iowa","Female","Hispanic",0,0,47832
2004,"Non-Hodgkin Lymphoma","iowa","Female","White",134.89,334,1434955
2004,"Non-Hodgkin Lymphoma","iowa","Male","Black",0,0,39588
2004,"Non-Hodgkin Lymphoma","iowa","Male","Hispanic",0,0,56447
2004,"Non-Hodgkin Lymphoma","iowa","Male","White",123.35,340,1385961
2004,"Non-Hodgkin Lymphoma","kansas","Female","Black",0,0,86472
2004,"Non-Hodgkin Lymphoma","kansas","Female","Hispanic",0,0,102556
2004,"Non-Hodgkin Lymphoma","kansas","Female","White",99.52,264,1244037
2004,"Non-Hodgkin Lymphoma","kansas","Male","Black",0,0,87618
2004,"Non-Hodgkin Lymphoma","kansas","Male","Hispanic",0,0,118255
2004,"Non-Hodgkin Lymphoma","kansas","Male","White",115.07,301,1224190
2004,"Non-Hodgkin Lymphoma","kentucky","Female","Black",0,0,164453
2004,"Non-Hodgkin Lymphoma","kentucky","Female","Hispanic",0,0,32577
2004,"Non-Hodgkin Lymphoma","kentucky","Female","White",147.86,383,1920264
2004,"Non-Hodgkin Lymphoma","kentucky","Male","Black",0,25,157359
2004,"Non-Hodgkin Lymphoma","kentucky","Male","Hispanic",0,0,44956
2004,"Non-Hodgkin Lymphoma","kentucky","Male","White",148.01,414,1850181
2004,"Non-Hodgkin Lymphoma","louisiana","Female","Black",30.88,88,791844
2004,"Non-Hodgkin Lymphoma","louisiana","Female","Hispanic",0,0,60146
2004,"Non-Hodgkin Lymphoma","louisiana","Female","White",130.07,341,1478118
2004,"Non-Hodgkin Lymphoma","louisiana","Male","Black",29.72,95,707546
2004,"Non-Hodgkin Lymphoma","louisiana","Male","Hispanic",0,0,64478
2004,"Non-Hodgkin Lymphoma","louisiana","Male","White",143.44,339,1434358
2004,"Non-Hodgkin Lymphoma","maine","Female","Black",0,0,4965
2004,"Non-Hodgkin Lymphoma","maine","Female","Hispanic",0,0,6068
2004,"Non-Hodgkin Lymphoma","maine","Female","White",65.11,157,657630
2004,"Non-Hodgkin Lymphoma","maine","Male","Black",0,0,6610
2004,"Non-Hodgkin Lymphoma","maine","Male","Hispanic",0,0,6371
2004,"Non-Hodgkin Lymphoma","maine","Male","White",58.85,173,626066
2004,"Non-Hodgkin Lymphoma","maryland","Female","Black",25.39,0,875446
2004,"Non-Hodgkin Lymphoma","maryland","Female","Hispanic",0,0,142703
2004,"Non-Hodgkin Lymphoma","maryland","Female","White",141.77,0,1841158
2004,"Non-Hodgkin Lymphoma","maryland","Male","Black",29.34,0,772175
2004,"Non-Hodgkin Lymphoma","maryland","Male","Hispanic",0,0,157420
2004,"Non-Hodgkin Lymphoma","maryland","Male","White",147.47,0,1776806
2004,"Non-Hodgkin Lymphoma","massachusetts","Female","Black",0,22,235983
2004,"Non-Hodgkin Lymphoma","massachusetts","Female","Hispanic",0,18,247691
2004,"Non-Hodgkin Lymphoma","massachusetts","Female","White",246.61,642,2901245
2004,"Non-Hodgkin Lymphoma","massachusetts","Male","Black",0,28,221775
2004,"Non-Hodgkin Lymphoma","massachusetts","Male","Hispanic",0,20,246234
2004,"Non-Hodgkin Lymphoma","massachusetts","Male","White",239.08,646,2716789
2004,"Non-Hodgkin Lymphoma","michigan","Female","Black",29.12,110,787065
2004,"Non-Hodgkin Lymphoma","michigan","Female","Hispanic",0,0,176553
2004,"Non-Hodgkin Lymphoma","michigan","Female","White",335.79,929,4197323
2004,"Non-Hodgkin Lymphoma","michigan","Male","Black",29.79,126,709373
2004,"Non-Hodgkin Lymphoma","michigan","Male","Hispanic",0,0,198784
2004,"Non-Hodgkin Lymphoma","michigan","Male","White",377.39,953,4102075
2004,"Non-Hodgkin Lymphoma","minnesota","Female","Black",0,0,112530
2004,"Non-Hodgkin Lymphoma","minnesota","Female","Hispanic",0,0,82049
2004,"Non-Hodgkin Lymphoma","minnesota","Female","White",181.72,487,2329794
2004,"Non-Hodgkin Lymphoma","minnesota","Male","Black",0,0,120621
2004,"Non-Hodgkin Lymphoma","minnesota","Male","Hispanic",0,0,97273
2004,"Non-Hodgkin Lymphoma","minnesota","Male","White",208.02,583,2285917
2004,"Non-Hodgkin Lymphoma","mississippi","Female","Black",0,45,568327
2004,"Non-Hodgkin Lymphoma","mississippi","Female","Hispanic",0,0,20764
2004,"Non-Hodgkin Lymphoma","mississippi","Female","White",63.42,173,905939
2004,"Non-Hodgkin Lymphoma","mississippi","Male","Black",19.76,61,506764
2004,"Non-Hodgkin Lymphoma","mississippi","Male","Hispanic",0,0,28026
2004,"Non-Hodgkin Lymphoma","mississippi","Male","White",82.16,203,883401
2004,"Non-Hodgkin Lymphoma","missouri","Female","Black",0,38,360701
2004,"Non-Hodgkin Lymphoma","missouri","Female","Hispanic",0,0,70017
2004,"Non-Hodgkin Lymphoma","missouri","Female","White",209.72,507,2526768
2004,"Non-Hodgkin Lymphoma","missouri","Male","Black",16.99,31,320508
2004,"Non-Hodgkin Lymphoma","missouri","Male","Hispanic",0,0,78788
2004,"Non-Hodgkin Lymphoma","missouri","Male","White",214.41,554,2436519
2004,"Non-Hodgkin Lymphoma","montana","Female","Black",0,0,2190
2004,"Non-Hodgkin Lymphoma","montana","Female","Hispanic",0,0,10812
2004,"Non-Hodgkin Lymphoma","montana","Female","White",35.88,72,427102
2004,"Non-Hodgkin Lymphoma","montana","Male","Black",0,0,2952
2004,"Non-Hodgkin Lymphoma","montana","Male","Hispanic",0,0,11064
2004,"Non-Hodgkin Lymphoma","montana","Male","White",42.16,100,425869
2004,"Non-Hodgkin Lymphoma","nebraska","Female","Black",0,0,40704
2004,"Non-Hodgkin Lymphoma","nebraska","Female","Hispanic",0,0,54941
2004,"Non-Hodgkin Lymphoma","nebraska","Female","White",67.2,159,819542
2004,"Non-Hodgkin Lymphoma","nebraska","Male","Black",0,0,40041
2004,"Non-Hodgkin Lymphoma","nebraska","Male","Hispanic",0,0,65206
2004,"Non-Hodgkin Lymphoma","nebraska","Male","White",60.07,191,800917
2004,"Non-Hodgkin Lymphoma","nevada","Female","Black",0,0,94483
2004,"Non-Hodgkin Lymphoma","nevada","Female","Hispanic",0,0,249564
2004,"Non-Hodgkin Lymphoma","nevada","Female","White",50.41,159,951187
2004,"Non-Hodgkin Lymphoma","nevada","Male","Black",0,0,95622
2004,"Non-Hodgkin Lymphoma","nevada","Male","Hispanic",0,24,282732
2004,"Non-Hodgkin Lymphoma","nevada","Male","White",71.19,202,1002608
2004,"Non-Hodgkin Lymphoma","new england","Female","Black",17.19,43,477518
2004,"Non-Hodgkin Lymphoma","new england","Female","Hispanic",0,41,511175
2004,"Non-Hodgkin Lymphoma","new england","Female","White",550.48,1422,6553331
2004,"Non-Hodgkin Lymphoma","new england","Male","Black",0,55,449755
2004,"Non-Hodgkin Lymphoma","new england","Male","Hispanic",0,50,513032
2004,"Non-Hodgkin Lymphoma","new england","Male","White",532.02,1551,6186295
2004,"Non-Hodgkin Lymphoma","new hampshire","Female","Black",0,0,6495
2004,"Non-Hodgkin Lymphoma","new hampshire","Female","Hispanic",0,0,13246
2004,"Non-Hodgkin Lymphoma","new hampshire","Female","White",44.73,123,638961
2004,"Non-Hodgkin Lymphoma","new hampshire","Male","Black",0,0,7898
2004,"Non-Hodgkin Lymphoma","new hampshire","Male","Hispanic",0,0,14254
2004,"Non-Hodgkin Lymphoma","new hampshire","Male","White",48.88,156,618717
2004,"Non-Hodgkin Lymphoma","new jersey","Female","Black",19.03,91,679560
2004,"Non-Hodgkin Lymphoma","new jersey","Female","Hispanic",0,79,635718
2004,"Non-Hodgkin Lymphoma","new jersey","Female","White",296.08,785,3442775
2004,"Non-Hodgkin Lymphoma","new jersey","Male","Black",29.98,89,611938
2004,"Non-Hodgkin Lymphoma","new jersey","Male","Hispanic",23.05,89,658504
2004,"Non-Hodgkin Lymphoma","new jersey","Male","White",322.23,868,3288078
2004,"Non-Hodgkin Lymphoma","new mexico","Female","Black",0,0,24077
2004,"Non-Hodgkin Lymphoma","new mexico","Female","Hispanic",0,36,414251
2004,"Non-Hodgkin Lymphoma","new mexico","Female","White",48.62,136,824026
2004,"Non-Hodgkin Lymphoma","new mexico","Male","Black",0,0,26354
2004,"Non-Hodgkin Lymphoma","new mexico","Male","Hispanic",0,38,409069
2004,"Non-Hodgkin Lymphoma","new mexico","Male","White",46.39,134,799875
2004,"Non-Hodgkin Lymphoma","new york","Female","Black",59.48,185,1858620
2004,"Non-Hodgkin Lymphoma","new york","Female","Hispanic",43.53,174,1554494
2004,"Non-Hodgkin Lymphoma","new york","Female","White",596.68,1607,7366411
2004,"Non-Hodgkin Lymphoma","new york","Male","Black",67.47,204,1606420
2004,"Non-Hodgkin Lymphoma","new york","Male","Hispanic",53.44,237,1526933
2004,"Non-Hodgkin Lymphoma","new york","Male","White",574.8,1809,7009772
2004,"Non-Hodgkin Lymphoma","north carolina","Female","Black",49.9,118,997983
2004,"Non-Hodgkin Lymphoma","north carolina","Female","Hispanic",0,0,217100
2004,"Non-Hodgkin Lymphoma","north carolina","Female","White",246.74,629,3204362
2004,"Non-Hodgkin Lymphoma","north carolina","Male","Black",36.56,106,891740
2004,"Non-Hodgkin Lymphoma","north carolina","Male","Hispanic",0,0,301496
2004,"Non-Hodgkin Lymphoma","north carolina","Male","White",260.05,650,3171378
2004,"Non-Hodgkin Lymphoma","north dakota","Female","Black",0,0,2373
2004,"Non-Hodgkin Lymphoma","north dakota","Female","Hispanic",0,0,4528
2004,"Non-Hodgkin Lymphoma","north dakota","Female","White",21.93,59,296330
2004,"Non-Hodgkin Lymphoma","north dakota","Male","Black",0,0,3354
2004,"Non-Hodgkin Lymphoma","north dakota","Male","Hispanic",0,0,5280
2004,"Non-Hodgkin Lymphoma","north dakota","Male","White",21.86,81,295405
2004,"Non-Hodgkin Lymphoma","ohio","Female","Black",23,68,741966
2004,"Non-Hodgkin Lymphoma","ohio","Female","Hispanic",0,0,121332
2004,"Non-Hodgkin Lymphoma","ohio","Female","White",382.14,1009,5028186
2004,"Non-Hodgkin Lymphoma","ohio","Male","Black",36.91,75,671104
2004,"Non-Hodgkin Lymphoma","ohio","Male","Hispanic",0,21,132030
2004,"Non-Hodgkin Lymphoma","ohio","Male","White",446.8,1053,4804292
2004,"Non-Hodgkin Lymphoma","oklahoma","Female","Black",0,0,147505
2004,"Non-Hodgkin Lymphoma","oklahoma","Female","Hispanic",0,0,103052
2004,"Non-Hodgkin Lymphoma","oklahoma","Female","White",99.43,306,1440988
2004,"Non-Hodgkin Lymphoma","oklahoma","Male","Black",0,0,144312
2004,"Non-Hodgkin Lymphoma","oklahoma","Male","Hispanic",0,0,120765
2004,"Non-Hodgkin Lymphoma","oklahoma","Male","White",146.46,330,1408274
2004,"Non-Hodgkin Lymphoma","oregon","Female","Black",0,0,36937
2004,"Non-Hodgkin Lymphoma","oregon","Female","Hispanic",0,0,155069
2004,"Non-Hodgkin Lymphoma","oregon","Female","White",133.25,318,1665650
2004,"Non-Hodgkin Lymphoma","oregon","Male","Black",0,0,41175
2004,"Non-Hodgkin Lymphoma","oregon","Male","Hispanic",0,19,188169
2004,"Non-Hodgkin Lymphoma","oregon","Male","White",174.52,436,1646449
2004,"Non-Hodgkin Lymphoma","pennsylvania","Female","Black",19.85,72,708954
2004,"Non-Hodgkin Lymphoma","pennsylvania","Female","Hispanic",0,0,233305
2004,"Non-Hodgkin Lymphoma","pennsylvania","Female","White",563.28,1331,5522328
2004,"Non-Hodgkin Lymphoma","pennsylvania","Male","Black",19.18,86,639336
2004,"Non-Hodgkin Lymphoma","pennsylvania","Male","Hispanic",0,0,247023
2004,"Non-Hodgkin Lymphoma","pennsylvania","Male","White",579.06,1393,5216766
2004,"Non-Hodgkin Lymphoma","rhode island","Female","Black",0,0,36130
2004,"Non-Hodgkin Lymphoma","rhode island","Female","Hispanic",0,0,56288
2004,"Non-Hodgkin Lymphoma","rhode island","Female","White",43.75,96,502908
2004,"Non-Hodgkin Lymphoma","rhode island","Male","Black",0,0,35782
2004,"Non-Hodgkin Lymphoma","rhode island","Male","Hispanic",0,0,55755
2004,"Non-Hodgkin Lymphoma","rhode island","Male","White",39.19,106,466585
2004,"Non-Hodgkin Lymphoma","south carolina","Female","Black",29.07,66,660750
2004,"Non-Hodgkin Lymphoma","south carolina","Female","Hispanic",0,0,54582
2004,"Non-Hodgkin Lymphoma","south carolina","Female","White",102.07,284,1458121
2004,"Non-Hodgkin Lymphoma","south carolina","Male","Black",26.97,72,586335
2004,"Non-Hodgkin Lymphoma","south carolina","Male","Hispanic",0,0,75901
2004,"Non-Hodgkin Lymphoma","south carolina","Male","White",101.33,301,1427211
2004,"Non-Hodgkin Lymphoma","south dakota","Female","Black",0,0,3126
2004,"Non-Hodgkin Lymphoma","south dakota","Female","Hispanic",0,0,7126
2004,"Non-Hodgkin Lymphoma","south dakota","Female","White",29.08,81,346169
2004,"Non-Hodgkin Lymphoma","south dakota","Male","Black",0,0,4717
2004,"Non-Hodgkin Lymphoma","south dakota","Male","Hispanic",0,0,8002
2004,"Non-Hodgkin Lymphoma","south dakota","Male","White",34.84,66,341550
2004,"Non-Hodgkin Lymphoma","tennessee","Female","Black",19.1,45,530496
2004,"Non-Hodgkin Lymphoma","tennessee","Female","Hispanic",0,0,70408
2004,"Non-Hodgkin Lymphoma","tennessee","Female","White",175.1,443,2431980
2004,"Non-Hodgkin Lymphoma","tennessee","Male","Black",19.92,43,474401
2004,"Non-Hodgkin Lymphoma","tennessee","Male","Hispanic",0,0,97102
2004,"Non-Hodgkin Lymphoma","tennessee","Male","White",214.89,451,2361471
2004,"Non-Hodgkin Lymphoma","texas","Female","Black",53.89,121,1381894
2004,"Non-Hodgkin Lymphoma","texas","Female","Hispanic",91.16,345,3798482
2004,"Non-Hodgkin Lymphoma","texas","Female","White",537.3,1494,9426328
2004,"Non-Hodgkin Lymphoma","texas","Male","Black",58.12,168,1291580
2004,"Non-Hodgkin Lymphoma","texas","Male","Hispanic",115.4,367,3979152
2004,"Non-Hodgkin Lymphoma","texas","Male","White",594.14,1688,9430853
2004,"Non-Hodgkin Lymphoma","utah","Female","Black",0,0,12718
2004,"Non-Hodgkin Lymphoma","utah","Female","Hispanic",0,0,118914
2004,"Non-Hodgkin Lymphoma","utah","Female","White",54.73,159,1140295
2004,"Non-Hodgkin Lymphoma","utah","Male","Black",0,0,15515
2004,"Non-Hodgkin Lymphoma","utah","Male","Hispanic",0,0,137193
2004,"Non-Hodgkin Lymphoma","utah","Male","White",72.41,201,1149357
2004,"Non-Hodgkin Lymphoma","vermont","Female","Black",0,0,2074
2004,"Non-Hodgkin Lymphoma","vermont","Female","Hispanic",0,0,3152
2004,"Non-Hodgkin Lymphoma","vermont","Female","White",20.07,52,308757
2004,"Non-Hodgkin Lymphoma","vermont","Male","Black",0,0,2713
2004,"Non-Hodgkin Lymphoma","vermont","Male","Hispanic",0,0,3321
2004,"Non-Hodgkin Lymphoma","vermont","Male","White",22.99,71,298548
2004,"Non-Hodgkin Lymphoma","virginia","Female","Black",16.61,69,791075
2004,"Non-Hodgkin Lymphoma","virginia","Female","Hispanic",0,0,198823
2004,"Non-Hodgkin Lymphoma","virginia","Female","White",202.46,449,2812005
2004,"Non-Hodgkin Lymphoma","virginia","Male","Black",27.79,73,731198
2004,"Non-Hodgkin Lymphoma","virginia","Male","Hispanic",0,16,230040
2004,"Non-Hodgkin Lymphoma","virginia","Male","White",212.82,538,2763908
2004,"Non-Hodgkin Lymphoma","washington","Female","Black",0,17,121245
2004,"Non-Hodgkin Lymphoma","washington","Female","Hispanic",0,0,247236
2004,"Non-Hodgkin Lymphoma","washington","Female","White",183.14,545,2693225
2004,"Non-Hodgkin Lymphoma","washington","Male","Black",0,0,136334
2004,"Non-Hodgkin Lymphoma","washington","Male","Hispanic",0,27,282661
2004,"Non-Hodgkin Lymphoma","washington","Male","White",241.95,688,2688291
2004,"Non-Hodgkin Lymphoma","west virginia","Female","Black",0,0,30248
2004,"Non-Hodgkin Lymphoma","west virginia","Female","Hispanic",0,0,7039
2004,"Non-Hodgkin Lymphoma","west virginia","Female","White",69.35,190,889060
2004,"Non-Hodgkin Lymphoma","west virginia","Male","Black",0,0,31272
2004,"Non-Hodgkin Lymphoma","west virginia","Male","Hispanic",0,0,7647
2004,"Non-Hodgkin Lymphoma","west virginia","Male","White",93.22,210,847438
2004,"Non-Hodgkin Lymphoma","wisconsin","Female","Black",0,17,177454
2004,"Non-Hodgkin Lymphoma","wisconsin","Female","Hispanic",0,0,108843
2004,"Non-Hodgkin Lymphoma","wisconsin","Female","White",208.95,475,2517490
2004,"Non-Hodgkin Lymphoma","wisconsin","Male","Black",0,0,167356
2004,"Non-Hodgkin Lymphoma","wisconsin","Male","Hispanic",0,0,128261
2004,"Non-Hodgkin Lymphoma","wisconsin","Male","White",230.09,539,2474102
2004,"Non-Hodgkin Lymphoma","wyoming","Female","Black",0,0,2425
2004,"Non-Hodgkin Lymphoma","wyoming","Female","Hispanic",0,0,16141
2004,"Non-Hodgkin Lymphoma","wyoming","Female","White",18.97,42,240152
2004,"Non-Hodgkin Lymphoma","wyoming","Male","Black",0,0,3079
2004,"Non-Hodgkin Lymphoma","wyoming","Male","Hispanic",0,0,17786
2004,"Non-Hodgkin Lymphoma","wyoming","Male","White",16.1,51,243901
2004,"Oral Cavity and Pharynx","alabama","Female","Black",0,26,642288
2004,"Oral Cavity and Pharynx","alabama","Female","Hispanic",0,0,43347
2004,"Oral Cavity and Pharynx","alabama","Female","White",39.75,148,1656246
2004,"Oral Cavity and Pharynx","alabama","Male","Black",34.78,65,560917
2004,"Oral Cavity and Pharynx","alabama","Male","Hispanic",0,0,55512
2004,"Oral Cavity and Pharynx","alabama","Male","White",70.45,329,1601120
2004,"Oral Cavity and Pharynx","alaska","Female","Black",0,0,14014
2004,"Oral Cavity and Pharynx","alaska","Female","Hispanic",0,0,15375
2004,"Oral Cavity and Pharynx","alaska","Female","White",0,0,228640
2004,"Oral Cavity and Pharynx","alaska","Male","Black",0,0,15482
2004,"Oral Cavity and Pharynx","alaska","Male","Hispanic",0,0,17004
2004,"Oral Cavity and Pharynx","alaska","Male","White",0,31,250579
2004,"Oral Cavity and Pharynx","arizona","Female","Black",0,0,107599
2004,"Oral Cavity and Pharynx","arizona","Female","Hispanic",0,0,773670
2004,"Oral Cavity and Pharynx","arizona","Female","White",37.94,142,2529181
2004,"Oral Cavity and Pharynx","arizona","Male","Black",0,0,115273
2004,"Oral Cavity and Pharynx","arizona","Male","Hispanic",0,31,833657
2004,"Oral Cavity and Pharynx","arizona","Male","White",83.76,312,2538203
2004,"Oral Cavity and Pharynx","arkansas","Female","Black",0,0,231927
2004,"Oral Cavity and Pharynx","arkansas","Female","Hispanic",0,0,54294
2004,"Oral Cavity and Pharynx","arkansas","Female","White",27.48,89,1144984
2004,"Oral Cavity and Pharynx","arkansas","Male","Black",0,19,208548
2004,"Oral Cavity and Pharynx","arkansas","Male","Hispanic",0,0,66804
2004,"Oral Cavity and Pharynx","arkansas","Male","White",63.54,202,1114656
2004,"Oral Cavity and Pharynx","california","Female","Black",19.8,68,1319853
2004,"Oral Cavity and Pharynx","california","Female","Hispanic",24.2,114,6050695
2004,"Oral Cavity and Pharynx","california","Female","White",209.53,844,13968827
2004,"Oral Cavity and Pharynx","california","Male","Black",47.03,137,1271125
2004,"Oral Cavity and Pharynx","california","Male","Hispanic",57.37,257,6374552
2004,"Oral Cavity and Pharynx","california","Male","White",437.43,1884,14110552
2004,"Oral Cavity and Pharynx","colorado","Female","Black",0,0,100135
2004,"Oral Cavity and Pharynx","colorado","Female","Hispanic",0,0,417397
2004,"Oral Cavity and Pharynx","colorado","Female","White",31.22,102,2081383
2004,"Oral Cavity and Pharynx","colorado","Male","Black",0,0,108217
2004,"Oral Cavity and Pharynx","colorado","Male","Hispanic",0,22,461577
2004,"Oral Cavity and Pharynx","colorado","Male","White",42.37,252,2118493
2004,"Oral Cavity and Pharynx","connecticut","Female","Black",0,16,191871
2004,"Oral Cavity and Pharynx","connecticut","Female","Hispanic",0,0,184730
2004,"Oral Cavity and Pharynx","connecticut","Female","White",16.98,106,1543830
2004,"Oral Cavity and Pharynx","connecticut","Male","Black",0,26,174977
2004,"Oral Cavity and Pharynx","connecticut","Male","Hispanic",0,0,187097
2004,"Oral Cavity and Pharynx","connecticut","Male","White",52.55,213,1459590
2004,"Oral Cavity and Pharynx","delaware","Female","Black",0,0,91177
2004,"Oral Cavity and Pharynx","delaware","Female","Hispanic",0,0,22438
2004,"Oral Cavity and Pharynx","delaware","Female","White",0,19,320951
2004,"Oral Cavity and Pharynx","delaware","Male","Black",0,0,82560
2004,"Oral Cavity and Pharynx","delaware","Male","Hispanic",0,0,25833
2004,"Oral Cavity and Pharynx","delaware","Male","White",0,61,308943
2004,"Oral Cavity and Pharynx","district of columbia","Female","Black",0,0,177031
2004,"Oral Cavity and Pharynx","district of columbia","Female","Hispanic",0,0,22153
2004,"Oral Cavity and Pharynx","district of columbia","Female","White",0,0,103703
2004,"Oral Cavity and Pharynx","district of columbia","Male","Black",16.03,35,148460
2004,"Oral Cavity and Pharynx","district of columbia","Male","Hispanic",0,0,25568
2004,"Oral Cavity and Pharynx","district of columbia","Male","White",0,0,104460
2004,"Oral Cavity and Pharynx","florida","Female","Black",24.38,76,1434327
2004,"Oral Cavity and Pharynx","florida","Female","Hispanic",16.39,0,1639114
2004,"Oral Cavity and Pharynx","florida","Female","White",179.63,666,7185183
